单词	发音	词性 中文释义	英文释义: 示例短语	补充内容	笔记
live	/lɪv/	vi. 生活	exist: live in a house	【联想】lively 活泼的，living 活的，alive 活着的【词组】live on 以…为生，live in 居住，live up to 不辜负【辨析】life 生活(n)；live 生活(v)/活的(adj)	
live·ly	/ˈlaɪvli/	a. 生动的	vibrant: a lively party	【联想】live 生活	
liv·ing	/ˈlɪvɪŋ/	n. 生活	way of life: make a living	【联想】live 生活，life 生命	
living room	/ˈlɪvɪŋ ruːm/	n. 客厅	sitting room: sit in the living room	【联想】living 生活的，room 房间	
load	/ləʊd/	vt. 装载 n. 负载	burden: load the truck	【联想】download 下载，unload 卸货	
loaf	/ləʊf/	n. 一条（面包）	shaped mass of bread: a loaf of bread	【词组】a loaf of bread【同】shaped mass of bread	
lo·cal	/ˈləʊkəl/	a. 当地的	nearby: a local restaurant	【联想】locality 地区【词根】loc 'place' + -al	
lock	/lɒk/	n. & v. 锁	fasten: lock the door	【联想】反义 unlock 解锁	
lone·ly	/ˈləʊnli/	a. 孤独的	solitary: feel lonely	【联想】同义 alone 独自的【词根】lone 'alone' + -ly【辨析】alone 独自(客观)；lonely 孤独(主观)	
long	/lɒŋ/	a. 长的	not short: long hair	【联想】length 长度	
look	/lʊk/	vi. 看	gaze: look at the picture	【联想】同义 see 看见，watch 观看【词组】look after 照顾，look for 寻找，look up 查阅，look forward to 期待【辨析】look 看(动作)；see 看见(结果)；watch 观看；notice 注意到	
loose	/luːs/	a. 松散的	not tight: a loose shirt	【联想】形近 lose 失去；反义 tight 紧的【词根】loose 'loose'	
lor·ry	/ˈlɒri/	n. 卡车	truck: a big lorry	【同】truck（美）【联想】同义 truck 卡车	
lose	/luːz/	vt. (lost, lost) 失去	fail to keep: lose a game	【同】misplace 【反】win 【联想】loss 损失，lost 失去【词根】lose 'lose'【辨析】lose 丢失；miss 错过/想念	
loss	/lɒs/	n. 损失	deprivation: suffer a loss	【备注】lose 的名词【联想】lose 失去【词根】loss 'loss'	
lot	/lɒt/	n. 许多	many: a lot of books	【词组】 lots of 【同】a large number of	
loud	/laʊd/	a. 大声的	not quiet: speak loud	【反】quiet 【联想】aloud 大声地，loudly 大声地	
lounge	/laʊndʒ/	n. 休息室	a sitting room: in the lounge	【同】a sitting room	
love	/lʌv/	vt. & n. 爱	adore: love one's family	【反】hate 【联想】lovely 可爱的	
love·ly	/ˈlʌvli/	a. 可爱的	beautiful: a lovely flower	【同】BEAUTIFUL, pretty, attractive, good-looking 【联想】love 爱	
low	/ləʊ/	a. 低的	not high: a low voice	【反】high【联想】lower 降低	
luck	/lʌk/	n. 运气	fortune: good luck	【联想】lucky 幸运的【词根】luck 'luck'	
luck·y	/ˈlʌki/	a. 幸运的	fortunate: a lucky day	【反】unlucky 【联想】luck 运气，unlucky 不幸的【词根】luck 'luck' + -y	
lug·gage	/ˈlʌɡɪdʒ/	n. 行李	baggage: carry luggage	【联想】同义 baggage 行李【词根】lugg 'carry' + -age	
lunch	/lʌntʃ/	n. 午餐	midday meal: have lunch	【联想】breakfast 早餐，dinner 晚餐	
lung	/lʌŋ/	n. 肺	breathing organ: healthy lungs	【词根】lung 'lung'	
ma·chine	/məˈʃiːn/	n. 机器	device: a washing machine	【联想】machinery 机械【词根】mach 'machine' + -ine	
mad	/mæd/	a. 疯狂的	insane: go mad	【同】crazy, insane. be mad at 【联想】madness 疯狂	
mad·am	/ˈmædəm/	n. 女士，夫人	polite address: Dear madam	【联想】名词 Madame 夫人，sir 先生	
Mad·ame	/ˈmædəm/	n. 夫人；女士	Mrs: Madame Curie	【联想】madam 夫人，名词 Mrs 夫人	
mag·a·zine	/ˌmæɡəˈziːn/	n. 杂志	journal: read a magazine	【词根】magaz 'storehouse' + -ine	
ma·gic	/ˈmædʒɪk/	a. & n. 有魔力的；魔术的；神奇的	supernatural power: magic tricks	【联想】magician 魔术师【词根】mag 'magic' + -ic	
maid	/meɪd/	n. 女仆	servant: a maid servant		
mail	/meɪl/	n. 邮件	post: send mail	【联想】e-mail 邮件，mailbox 邮箱，post 邮件	
mail·box	/ˈmeɪlbɒks/	n. 邮箱	post box: a mailbox on the street	【联想】mail 邮件，box 盒子	
main	/meɪn/	a. 主要的	primary: the main idea	【同】most important, major 【联想】mainly 主要地，mainland 大陆【辨析】main 主要(最重要)；major 重大(规模)	
main·land	/ˈmeɪnlænd/	n. 大陆	continent: the mainland of China	【联想】main 主要的，land 陆地	
ma·jor	/ˈmeɪdʒər/	a. 主要的	main: a major problem	【反】minor 【联想】majority 多数【词根】maj 'great' + -or【搭配】major in history【辨析】main 主要(最重要)；major 重大(规模)	
ma·jor·i·ty	/məˈdʒɒrəti/	n. 多数	most of: the majority of people	【同】most of【词根】major 'major' + -ity【联想】major 主要的	
make	/meɪk/	vt. (made, made) 制造	build: make a cake	【同】build, produce, cause【词组】make sure 确保，make up one's mind 下定决心，make friends 交朋友【辨析】make 制作；do 做	
male	/meɪl/	a. 男性	female: a male teacher	【反】female 【联想】反义 female 女性【词根】male 'male'	
man	/mæn/	n. (pl. men) 男人	adult male: a strong man	【同】adult male 【联想】mankind 人类，复数 men 男人	
man·age	/ˈmænɪdʒ/	v. 管理	supervise: manage a company	【词组】manage to do设法做到 【联想】manager 经理，management 管理【词根】man 'hand' + -age【辨析】manage 设法做成(成功)；try 尝试	
man·ag·er	/ˈmænɪdʒər/	n. 经理	supervisor: a company manager	【联想】manage 管理【词根】man 'hand' + -ager	
man·kind	/mænˈkaɪnd/	n. 人类	human beings: mankind's progress	【联想】man 人，kind 种类【词根】man 'man' + kind 'kind'	
man·ner	/ˈmænər/	n. 方式	way: in a polite manner	【词根】manner 'hand'	
man·y	/ˈmeni/	a. (more, most) 许多	numerous: many books	【同】NUMEROUS, a lot of, plenty of【反】few	
map	/mæp/	n. 地图	chart: draw a map		
ma·ple	/ˈmeɪpəl/	n. 枫树	tree with syrup: a maple tree		
mar·a·thon	/ˈmærəθən/	n. 马拉松	long race: run a marathon		
mar·ble	/ˈmɑːbəl/	n. 大理石	stone: a marble statue		
March	/mɑːtʃ/	n. 三月	third month: in March	【同】Mar	
march	/mɑːtʃ/	vi. 行军	walk in step: march forward		
mark	/mɑːk/	n. 标记	symbol: make a mark	【词根】mark 'mark'	
mar·ket	/ˈmɑːkɪt/	n. 市场	marketplace: go to the market	【联想】supermarket 超市【词根】mark 'trade' + -et	
mar·riage	/ˈmærɪdʒ/	n. 婚姻	wedlock: a happy marriage	【联想】marry 结婚【词根】marri 'marry' + -age	
mar·ry	/ˈmæri/	v. 结婚	wed: marry someone	【联想】marriage 婚姻，married 已婚的【词根】marri 'marry'	
mask	/mɑːsk/	n. 面具	disguise: wear a mask	【同】disguise【词根】mask 'mask'	
mass	/mæs/	n. 大量	large amount: a mass of people	【联想】massive 巨大的【词根】mass 'mass'	
mas·ter	/ˈmɑːstər/	n. 大师，主人	expert: master a skill	【反】servant 【联想】headmaster 校长，masterpiece 杰作【词根】master 'master'	
mat	/mæt/	n. 地垫；垫子	doormat: a table mat	【同】DOORMAT, table mat	
match	/mætʃ/	n. 比赛 v. 匹配	contest: a football match	【联想】match 比赛【辨析】fit 合身(尺寸)；suit 适合(款式)；match 相配	
ma·te·ri·al	/məˈtɪəriəl/	n. 材料	substance: building materials	【联想】词根 matter 物质【词根】mater 'matter' + -ial	
math	/ˌmæθˈmætɪks/	n. 数学	mathematics: study math	【同】mathematics 【联想】全写 mathematics 数学	
math·e·mat·ics	/ˌmæθˈmætɪks/	n. 数学	math: study mathematics	【联想】math 数学	
maths	/mæθs/	n. 数学	mathematics: maths class	【备注】非正式【联想】math 数学，mathematics 数学	
mat·ter	/ˈmætər/	n. 事情，问题	affair: a matter of fact	【同】substance, material. no matter how/where/what etc. as a matter of fact. it matters/doesn't matter (to someone). What's the matter? 【联想】material 材料【词根】matter 'matter'【辨析】matter 事情(抽象)；thing 东西(具体)	
ma·ture	/məˈtʃʊər/	a. 成熟的	ripe: mature fruit	【联想】反义 immature 不成熟的，maturity 成熟【词根】matur 'ripe' + -e	
max·i·mum	/ˈmæksɪməm/	n. 最大值	greatest: the maximum speed	【联想】反义 minimum 最小值【词根】max 'greatest' + -imum	
May	/meɪ/	n. 五月	fifth month: in May	【联想】月份词	
may	/meɪ/	v. 可以	might: may I come in	【联想】过去式 might 可能	
may·be	/ˈmeɪbi/	ad. 或许	perhaps: maybe it's true	【联想】助动词 may 可能，perhaps 也许【辨析】maybe 也许(口语)；perhaps 也许(正式)	
me	/miː/	pron. 我	myself: give me a hand		
meal	/mɪəl/	n. 餐	dinner: a big meal		
mean	/miːn/	vt. (meant, meant) 意思	signify: mean a lot	【同】signify 【联想】meaning 意义，means 手段	
mean·ing	/ˈmiːnɪŋ/	n. 意义	definition: the meaning of a word	【联想】mean 意思【词根】mean 'mean' + -ing	
means	/miːnz/	n. 方法	method: by all means	【同】METHOD, way 【联想】mean 意味着【词根】mean 'middle' + -s	
mean·while	/ˈmiːnwaɪl/	ad. 与此同时	in the meanwhile: meanwhile I'll wait	【同】in the meanwhile 【联想】mean 意味着，while 同时	
mea·sure	/ˈmeʒər/	vt. 测量 n. 措施	gauge: measure the length	【词组】take measures to do sth 【联想】measurement 测量【词根】meas 'measure' + -ure	
meat	/miːt/	n. 肉	flesh: a piece of meat	【同】flesh【联想】fish 鱼	
med·al	/ˈmedəl/	n. 奖牌	award: win a medal	【联想】medal 奖牌【词根】medal 'metal'	
me·di·a	/ˈmiːdiə/	n. 媒体	press: the media coverage	【联想】medium 媒体【词根】medi 'middle' + -a	
med·i·cal	/ˈmedɪkəl/	a. 医学的	of medicine: medical care	【联想】medicine 医学【词根】medic 'heal' + -al	
medi·cine	/ˈmedɪsən/	n. 药物	drug: take some medicine	【联想】medical 医学的【词根】medic 'heal' + -ine	
me·di·um	/ˈmiːdiəm/	a. 中等的	average: a medium size	【联想】media 媒体【词根】medi 'middle' + -um	
meet	/miːt/	v. (met, met) 会面	encounter: meet a friend	【同】encounter 【联想】meeting 会议，met 会面【辨析】meet 遇见(约定)；see 看见(偶然)	
meet·ing	/ˈmiːtɪŋ/	n. 会议	gathering: attend a meeting	【联想】meet 会面【词根】meet 'meet' + -ing	
mel·on	/ˈmelən/	n. 瓜，甜瓜	sweet fruit: eat melon	【联想】watermelon 西瓜	
mem·ber	/ˈmembər/	n. 成员	component: a club member	【联想】membership 会员资格【词根】member 'limb'	
me·mo·ri·al	/məˈmɔːriəl/	n. 纪念碑	monument: a war memorial	【联想】memory 记忆【词根】memor 'memory' + -ial	
mem·o·ry	/ˈmeməri/	n. 记忆	recall: have a good memory	【词根】memor 'memory' + -y【联想】memorize 记住，memorial 纪念碑	
mend	/mend/	vt. 修理	repair: mend a broken cup	【同】repair, fix 【联想】同义 repair 修【辨析】fix 修理(口语)；repair 修理(正式)；mend 缝补	
men·tal	/ˈmentəl/	a. 精神的	psychological: mental health	【词根】ment 'mind' + -al	
men·tion	/ˈmenʃən/	vt. 提及	refer to: mention a name	【词根】ment 'mind' + -ion	
men·u	/ˈmenjuː/	n. 菜单	food list: a restaurant menu		
mer·chant	/ˈmɜːtʃənt/	n. 商人	trader: a rich merchant	【联想】commerce 商业，trade 贸易【词根】merc 'trade' + -hant	
mer·ci·ful	/ˈmɜːsɪfəl/	a. 仁慈的	compassionate: a merciful king	【联想】mercy 怜悯	
mer·cy	/ˈmɜːsi/	n. 怜悯	compassion: show mercy	【联想】merciful 仁慈的【词根】merc 'reward' + -y	
mere·ly	/ˈmɪəli/	ad. 仅仅	just: merely a suggestion	【同】just, only 【联想】mere 仅仅的【词根】mere 'mere' + -ly	
mer·ry	/ˈmeri/	a. 欢乐的	happy: a merry Christmas	【同】happy【词组】 Merry Christmas!	
mess	/mes/	n. 混乱	disorder: make a mess	【联想】messy 凌乱的	
mes·sage	/ˈmesɪdʒ/	n. 消息	note: send a message	【联想】messenger 信使	
mess·y	/ˈmesi/	a. 凌乱的	dirty or untidy: a messy room	【反】tidy 【联想】mess 混乱	
met·al	/ˈmetəl/	n. 金属	alloy: a metal box		
me·ter	/ˈmiːtər/	n. 米	metre: a meter long	【备注】美式拼写【联想】metre 米，kilometer 千米【词根】meter 'measure'	
meth·od	/ˈmeθəd/	n. 方法	way: a good method	【词根】meth 'after' + od 'way'	
me·tre	/ˈmiːtər/	n. 米；公尺	length unit: a metre stick	【备注】英式拼写【联想】meter 米	
Mex·i·co	/ˈmeksɪkəʊ/	n. 墨西哥	north american country: visit Mexico	【同】North American country	
mi·cro·scope	/ˈmaɪkrəskəʊp/	n. 显微镜	magnifier: look under a microscope	【联想】词根 micro 小，telescope 望远镜【词根】micro 'small' + scope 'look'	
mi·cro·wave	/ˈmaɪkrəweɪv/	n. 微波炉	microwave oven: use a microwave	【联想】micro 微，wave 波	
mid·day	/ˌmɪdˈdeɪ/	n. 正午	noon: at midday	【联想】mid 中间的，day 天	
mid·dle	/ˈmɪdəl/	a. & n. 中间的；中部	centre: in the middle of	【同】CENTRE【词组】 in the middle of 【联想】mid 中间的，名词 中间【词根】mid 'middle' + -dle	
mid·night	/ˈmɪdnaɪt/	n. 午夜	12am: at midnight	【联想】mid 中间的，night 夜晚【词根】mid 'middle' + night 'night'	
might	/maɪt/	v. 可能	could: might as well	【联想】助动词 may 可以	
mild	/maɪld/	a. 温和的	gentle: a mild climate	【同】GENTLE【反】harsh, strong, severe. 【联想】形近 wild 野生的【词根】mild 'mild'	
mile	/maɪl/	n. 英里	1.6km: a mile away		
milk	/mɪlk/	n. 牛奶	dairy drink: drink milk	【联想】milky 奶状的	
millimeter	/ˈmɪlɪˌmiːtər/	n. 毫米	mm: a millimeter thick	【备注】美式拼写【联想】milli 千分之一，meter 米【词根】milli 'thousandth' + meter 'measure'	
mil·li·me·tre	/ˈmɪlɪˌmiːtər/	n. 毫米	mm: a millimetre ruler	【备注】英式拼写【联想】milli 千分之一，metre 米【词根】milli 'thousandth' + metre 'measure'	
mil·lion	/ˈmɪljən/	num. 百万	1: a million dollars	【同】1, 000, 000 【联想】billion 十亿，millionaire 百万富翁【词根】million 'million'	
mil·lion·aire	/ˌmɪljəˈneər/	n. 百万富翁	rich person: a millionaire's house	【联想】million 百万【词根】million 'million' + -aire	
mind	/maɪnd/	n. 心智 v. 介意	intellect: change one's mind	【联想】remind 提醒【词根】mind 'mind'	
mine	/maɪn/	pron. 我的东西；n. 矿山	my own: this is mine	【联想】miner 矿工	
min·e·ral	/ˈmɪnərəl/	n. 矿物	ore: a mineral spring	【联想】mine 矿【词根】mine 'mine' + -ral	
min·i·bus	/ˈmɪnibʌs/	n. 小型巴士	small bus: a minibus for travel	【联想】mini 小的，bus 公交车	
min·i·mum	/ˈmɪnɪməm/	n. 最小值	least: the minimum amount	【反】maximum 【联想】反义 maximum 最大值【词根】minim 'smallest' + -um	
min·is·ter	/ˈmɪnɪstər/	n. 部长	government official: a government minister	【同】government official 【联想】ministry 部门【词根】minis 'small' + -ter	
min·is·try	/ˈmɪnɪstri/	n. 部	government department: the ministry of education	【同】government department 【联想】minister 部长【词根】minis 'small' + -try	
mi·nor·i·ty	/maɪˈnɒrəti/	n. 少数	smaller group: a minority group	【词根】minor 'smaller' + -ity【联想】反义 majority 多数	
mi·nus	/ˈmaɪnəs/	prep. 减号	subtract: minus five degrees	【联想】反义 plus 加	
min·ute	/ˈmɪnɪt/	n. 分钟	60 seconds: a minute hand	【词根】minut 'small' + -e	
mir·ror	/ˈmɪrər/	n. 镜子	reflective glass: look in the mirror	【同】reflective glass【词根】mir 'wonder' + -or	
miss	/mɪs/	n. 小姐 v. 错过，想念	title for a woman: Miss Smith	【反】catch, hit【辨析】lose 丢失；miss 错过/想念	
mis·sile	/ˈmɪsaɪl/	n. 导弹	guided weapon: a guided missile	【同】rocket【词根】miss 'send' + -ile	
mist	/mɪst/	n. 雾	fog: a thick mist	【联想】同义 fog 雾	
mis·take	/mɪˈsteɪk/	n. 错误	error: make a mistake	【同】error, fault 【词根】mis- 'wrong' + take 'take'【联想】mistaken 错误的，take 拿【辨析】error 错误(正式)；mistake 错误(常用)	
mis·tak·en	/mɪˈsteɪkən/	a. 错误的	wrong: be mistaken about	【联想】mistake 错误【词根】mis- 'wrong' + take 'take' + -en	
mis·ter	/ˈmɪstər/	n. 先生	Mr: Mister Smith	【备注】用于姓名或姓之前，作为对男子的称呼【联想】名词 Mr 先生，sir 先生	
mis·tress	/ˈmɪstrəs/	n. 情妇；女主人；女教师	female master: a school mistress	【联想】master 主人，名词 Mrs 夫人	
mis·un·der·stand	/ˌmɪsʌndəˈstænd/	vt. (misunderstood, misunderstood) 误解	misinterpret: misunderstand someone	【同】misinterpret 【联想】反义 understand 理解	
